,coef
FBXL13,0.0
FBXL12,0.0
HRH2,0.054493245
CYP27B1,-0.0048171356
FBXL17,0.0
FBXL16,0.0
FBXL19,0.0
FAM169B,0.0
GHDC,0.0
SDK1,0.0
SDK2,0.0
GRP,0.0060692737
TPRN,0.0
THSD4,0.0
HPCAL4,0.0
THSD1,0.0
CHST9,0.00073231506
CHST8,0.036731534
COL4A5,-0.0005313979
COL4A4,-0.00033250346
COL4A3,0.00029820926
COL4A2,0.096731804
COL4A1,0.28947774
SLC35D2,0.0
CHST1,0.0
CHST3,-0.0011466059
CHST2,0.0
CHST5,0.0
CHST4,0.0
CHST7,-3.342896e-05
CHST6,0.0
ITGAX,-0.0021811666
OR8J1,-0.00033202252
BCL2A1,-9.618562e-05
HLCS,-1.2829395e-06
NOG,0.0
ITGAV,0.00095429213
HIBCH,0.0009399234
ZNF703,0.0
ITGAL,0.0007307344
ITGAM,0.005532498
HLF,0.0
ITGAD,0.00049535756
COPRS,0.0
SMAD9,0.0
TRERF1,0.0
LRPAP1,0.00011238875
SMAD5,0.0
SMAD6,0.0
SMAD7,0.0
GOLPH3L,0.0
SMAD1,0.0
AFTPH,0.0
ZNF706,0.0
RFK,-7.7689765e-06
AMMECR1L,0.0
TMPRSS11A,0.0
TMPRSS11B,0.0
IGF2R,-0.0015816037
TMPRSS11D,5.9842365e-05
TMPRSS11E,0.0
TMPRSS11F,0.0
PAFAH1B1,0.00026345166
ABHD14B,0.0
RAD21L1,0.0
SLC36A4,-0.0056944126
SLC36A3,0.0009282198
SLC36A2,-1.252001e-05
SLC36A1,0.00031087856
HAP1,0.00068890065
RNF112,0.0
ERICH1,0.0
ARTN,0.0
ART1,0.0
HRH3,-0.002352825
ART3,0.0
ART5,0.0
ART4,0.0
RNF111,0.0
TCEA2,0.0
TCEA3,0.0
TCEA1,0.0
COX4I2,0.09780387
COX4I1,-0.012672363
BFAR,0.0
DUOXA2,1.7674498e-05
AIMP1,0.0
CRTAM,0.0
EDA,-2.627875e-05
CTSS,1.7841434e-05
PIPOX,0.0003217903
CCDC116,0.0
CADPS2,0.0
CCDC114,0.0
RLF,0.0
CCDC112,0.0
MCF2L,0.0
CCDC110,0.0
LEO1,0.0
ATP1A4,-0.02543353
ATP1A3,0.021015553
ATP1A2,-0.06461935
ATP1A1,0.0019245504
TMEM211,0.0
MGRN1,1.4364833e-06
CRTAP,0.0
SPHK2,0.00026000585
SPHK1,-0.010630912
DPT,0.0
CUEDC1,0.0
CUEDC2,0.0
IPO13,0.0
CPEB4,-4.528525e-05
ZNF440,3.3866525e-07
CPEB1,-5.4813756e-07
CPEB3,-0.00022047093
SBSPON,0.0
BEGAIN,0.0
RBMXL3,0.0
SRBD1,0.0
ABAT,3.2484953e-05
ZNF780A,-5.748994e-05
ZNF780B,-0.00019450852
TSNARE1,0.0
FRG1,0.0
TP53TG5,0.0
RHEBL1,0.0
ZNF41,4.2371532e-05
IFT80,0.0
IFT81,0.0
IFT88,0.0
IL10RA,-2.5523645e-05
POU5F1B,0.0
NFATC2IP,0.0
XPA,0.0
KISS1R,0.0020655368
MCM10,0.0
NUP93,0.0006845437
IGFBPL1,0.0
ZNF221,-5.6834824e-06
ATG4C,1.36162735e-05
ATG4B,9.058361e-06
ATG4A,-0.00019670904
THUMPD2,0.0
CREB5,-0.07330068
ATG4D,-0.00034567827
PHOX2A,0.0
PHOX2B,0.0
LRGUK,0.0
UPK2,0.0
FAM171B,0.0
CFH,-0.1012893
GPT2,0.00029308355
PNP,0.016668875
CFD,-0.0053843698
CFB,0.15474254
OR5P3,-3.7954538e-05
OR5P2,-0.0004333593
SMKR1,0.0
CDKAL1,0.0
PNN,0.0
ATP6V0E1,0.0007577168
ATP6V0E2,0.00066791795
CFP,-2.5143563e-05
OSER1,0.0
AAAS,0.0
HAMP,0.0
OOEP,0.0
LAP3,-0.00020648394
SIDT1,0.0
SIDT2,0.0
CSK,-2.63636e-06
SIX4,0.0
SIX5,0.0
SIX6,0.0
SAGE1,0.0
SIX1,0.0
SIX2,0.0
SIX3,0.0
TGIF2LX,0.0
NAALAD2,0.0
CNPY2,0.0
CNPY1,0.0
PLCZ1,-0.011451039
SYNJ1,-1.1676297e-05
KNDC1,0.0
HMG20A,0.0
HMG20B,0.0
PHOSPHO2,-2.7336979e-05
C4orf19,0.0
SLC7A6OS,0.0
C4orf17,0.0
C3orf70,0.0
CEP70,0.0
SHOX2,0.0
ZFP82,-0.00011861366
CHFR,0.0
SMDT1,0.0
TIGD1,0.0
SYPL2,0.0
RFX8,0.0
RFX4,0.0
RFX5,-4.485126e-07
RFX6,0.0
RFX7,0.0
NRXN3,0.0
NRXN2,0.0
NRXN1,0.0
RFX3,0.0
YDJC,0.0
TIGD2,0.0
VPS37D,4.103498e-05
NLRP13,0.0
APC,-0.016942417
TMEM179B,0.0
ABCE1,0.0
UQCRC2,-0.007769323
XPNPEP1,0.0
XPNPEP2,0.0038209872
UQCRC1,0.0058434447
GTSE1,0.0
PAPLN,0.0
ADNP,0.0
ZNF57,4.9675527e-06
KHDRBS1,0.0
KHDRBS3,0.0
KHDRBS2,0.0
NLRP12,3.030767e-07
BAK1,-3.469729e-05
ZNF395,0.0
ZNHIT6,0.0
LHCGR,-0.020521887
ARPP21,0.0
OR1Q1,-0.0004333934
FLT3,0.015901387
VPS37B,2.6134203e-05
LRFN2,0.0
MIB2,-0.0019062179
ZNF578,-5.8356203e-05
DPYSL4,0.0
DPYSL5,0.00013745826
DPYSL2,-2.6252848e-05
DPYSL3,0.0
OR4D9,3.6542184e-07
KRTAP10-12,0.0
KRTAP10-11,0.0
MRGPRE,0.0
IGFBP2,0.0
IGFBP3,0.0015016966
IGFBP1,0.0
IGFBP6,0.0
MRGPRF,0.0
IGFBP4,0.0
IGFBP5,0.0
SKP2,0.002592237
P2RX4,8.6083564e-05
CYP2R1,-0.0037622435
GJA1,-0.00011119014
GJA3,0.0
APLNR,-0.0021892462
GJA5,0.0
GJA8,0.0
CYP8B1,0.00020301441
CD99,-3.4730404e-06
STMN1,-2.2106359e-07
AK7,0.009599892
S1PR2,-0.0008116595
KDM3B,-0.00010519986
ZNF117,0.0
ZNF114,1.1336029e-05
KDM3A,8.985691e-05
ZNF112,-2.540205e-05
SEZ6L,0.0
PPP6R3,0.0
TMC4,0.0
TMC5,0.0
TMC6,0.0
TMC7,0.0
APIP,5.0028702e-05
TMC1,0.0
TMC2,0.0
TMC3,0.0
PROP1,0.0
EIF2B4,-9.739974e-05
EIF2B5,-2.322999e-05
TMC8,0.0
EIF2B3,8.289401e-05
EIF2B1,-1.4651058e-05
PRKAR2A,-4.241302e-06
PRKAR2B,-1.6073498e-06
MAGT1,0.0
TXNIP,-0.000860579
TMEM200B,0.0
MLF1,0.0
QPRT,-1.6583122e-06
IFT140,0.0
RSPH9,0.0
TMEM14C,0.0
TMEM14B,0.0
TMEM14A,0.0
FANCF,0.0
MECOM,-0.030746888
ITGA2B,-0.0012671496
RSPH1,0.0
IFI16,-3.3141347e-05
ZNF396,0.0
LURAP1,0.0
TPBGL,0.0
MYT1L,0.0
CFHR2,-0.10233477
PHACTR4,0.0
CLIC4,0.0
CFHR1,-0.07167948
PHACTR1,0.0
OR2K2,4.300425e-05
PHACTR3,0.0
NUP107,-0.00035638848
KRTAP2-3,0.0
KRTAP2-1,0.0
STMN2,0.0
RIT2,0.0
TMEM147,0.0
ASGR1,0.00022700823
ASGR2,-1.1274421e-05
TMEM144,0.0
FOXL2,0.0
RIT1,0.0
TMEM141,0.0
TMEM140,0.0
API5,0.0
CDK1,-6.915631e-07
PRDM8,0.0
UBE2NL,2.5522206e-05
RNF180,0.0
SOWAHA,0.0
SOWAHB,0.0
SOWAHC,0.0
SOWAHD,0.0
HAS2,0.0
HLA-DPA1,0.026362922
KIAA1191,0.0
VMP1,-2.4909205e-05
FER1L5,0.0
CT55,0.0
RNF183,0.0
ZMAT1,0.0
ZMAT3,0.0
ZMAT2,0.0
ZMAT5,0.0
C19orf25,0.0
NR1D1,0.00017103358
NR1D2,2.141694e-06
CASP9,0.00030446218
ITGB1BP1,0.0
ITGB1BP2,0.0
ZNF7,-1.2262683e-05
ZNF2,2.7151113e-06
ZNF3,-2.6802836e-05
CTCFL,0.0
PHLDA1,0.0
ZNF8,-4.2065367e-05
PCP4L1,0.0
C11orf16,0.0
ZAP70,-0.041985348
PHLDA2,0.0
SYNDIG1,0.0
OGFR,0.0
CDC5L,0.0
RAC2,0.0100048445
RAC3,-0.00019229198
RAC1,-0.00034089852
SBDS,0.0
VCL,0.0035404586
CPLX2,0.0002682881
CPLX3,-5.6627678e-06
CPLX1,2.8089963e-07
AP2A1,-3.6770365e-05
CPLX4,-0.00018885561
AP2A2,0.00040041748
VCX,0.0
NIM1K,0.0
PBX4,0.0
MRPS18C,0.0
PBX2,0.0
PBX3,0.0
PBX1,-0.016447658
SYT14,0.0
AIRE,0.0
BNIP3L,0.0
NSUN3,0.0
NSUN2,0.0
NSUN5,0.0
NSUN4,0.0
NSUN7,0.0
NSUN6,0.0
TUBG1,1.5856236e-05
PRAMEF5,0.0
PRAMEF6,0.0
TUBG2,0.00045304908
FAM71F1,0.0
PRAMEF1,0.0
FAM71F2,0.0
PTCH2,-0.0068400474
PTCH1,0.005908917
PRAMEF8,0.0
TIMM44,0.0
PAGR1,0.0
KRTAP5-2,0.0
DGAT2,-0.0004959653
RAD9B,-1.8315532e-05
RAD9A,-0.001245325
NPAS2,-4.3492742e-05
ERGIC2,0.0
ERGIC3,0.0
CDR2L,0.0
ERGIC1,0.0
CLEC14A,0.0
S100PBP,0.0
B3GAT3,0.00016610463
B3GAT2,6.5562774e-05
B3GAT1,4.5445187e-05
CPPED1,0.0
UXT,0.0
CALM2,-0.13051927
CALM3,0.00034610063
SPG21,2.7741323e-06
CALM1,0.024045888
GSDMA,0.0
GSDMB,0.0
GSDMC,0.0
GSDMD,0.055660572
UPK1A,0.0
UPK1B,0.0
DLGAP2,0.0
DLGAP3,0.0
DLGAP1,0.0017319272
DLGAP4,0.0
DLGAP5,0.0
BRDT,0.0
FBXL15,0.0
MBNL2,0.0
MBNL3,0.0
PLK3,-0.002135897
FBXL14,0.0
SEMA7A,-3.690641e-05
CDX2,1.3255538e-05
ZNF720,0.0
OIP5,0.0
CLCN3,0.001193832
CLCN2,0.0022800865
CLCN1,0.0
HRH1,4.754341e-06
CLCN7,0.0
CLCN6,0.0
CLCN5,2.7272032e-05
CLCN4,-0.001199621
FAM169A,0.0
BRD8,0.0
BRD9,0.0
BRD4,0.0
BRD7,-0.0006340254
BRD1,0.0
BRD2,0.0
BRD3,0.0
DNAJA2,-1.4011075e-05
DNAJA3,0.0
DNAJA1,0.000851655
SPAG4,0.0
DNAJA4,0.0
AKT1,0.12605122
PTPN13,-3.3917488e-05
PTPN12,0.0
PTPN11,-0.0005447572
NKX2-8,0.0
PTPN14,0.0
GALR3,-0.002033365
GALR2,0.004358359
GALR1,-0.0010604097
UTRN,0.0
LYAR,0.0
CH25H,0.0053426027
CSF2RB,-0.0004675291
MRPL24,0.0
MRPL27,0.0
MRPL21,0.0
MRPL20,0.0
MRPL23,0.0
MRPL22,0.0
GAB4,0.0
LRFN4,0.0
GAB2,0.00039755437
MRPL28,0.0
GAB1,-9.104362e-05
C2orf81,0.0
NKX2-2,0.0
DMRTB1,0.0
ZNF853,-2.2414291e-05
NPTX2,0.0
NPTX1,0.0
ZNF850,-2.0637704e-05
C2orf88,0.0
NDRG2,0.0
NDRG3,0.0
ZSCAN1,0.0
ZSCAN2,0.0
SRSF5,-6.461394e-05
SRSF4,-4.3050473e-05
SRSF7,7.0698785e-05
SRSF6,-8.930165e-05
SRSF1,2.7560845e-05
CHD1L,0.0
SRSF3,0.0021860814
MSMP,0.0
MZB1,0.0
SRSF9,-4.367295e-07
CDK2,-7.169911e-05
RNF130,0.0
RAPH1,0.0
DNAJB11,5.6673103e-05
RNF133,0.0
HLA-DQB1,-0.00031260896
RNF135,0.0
HLA-DQB2,0.0
RNF138,0.0
RNF139,0.0
ENOSF1,0.0026883765
CDK5,0.0029255853
GID4,0.0
GPR137,0.0
CISD1,0.0
CLNS1A,0.0
SUPT20H,-0.0010945981
TRMT11,0.0
TSHZ2,0.0
TSHZ3,0.0
TSHZ1,0.0
GID8,0.0
NOSIP,0.0
FOXS1,0.0
VILL,0.0
ZNF581,0.0
LPAR2,0.0026046964
ZNF583,-6.805921e-07
ZNF582,-2.5188627e-05
TIPARP,0.0
ZNF584,-5.5786477e-05
ZNF587,5.0645476e-06
ZNF586,-2.7169808e-05
ZNF589,7.905483e-06
MCHR2,0.007932157
TMEM115,0.0
COL4A6,0.008958375
HAPLN1,0.0
LSM12,0.0
PSD,0.0001669461
CAMKK2,-0.0009143387
CAMKK1,2.006081e-06
MYDGF,0.0
NPTXR,0.0
OR8U1,-0.00017022398
HAPLN2,0.0
MTRF1L,0.0
MYO1H,-1.9272973e-06
MYO1G,-1.2762458e-06
MYO1F,1.2140026e-06
MYO1E,-2.1545637e-07
MYO1D,1.9621322e-07
MYO1C,-1.5054309e-06
MYO1B,4.3536042e-07
MYO1A,-6.779741e-06
GRN,0.0
LCN6,0.0
CHMP3,-0.00035056024
RPL36AL,8.552585e-06
RAET1G,-1.1798484e-05
CENPM,0.0
CHMP7,9.041502e-05
CHMP6,-0.00019780135
CHMP5,-0.004179528
DENND6A,0.0
OR52N4,-0.0003711536
OR52N5,-5.1519248e-05
OR52N2,1.908881e-05
CTPS2,0.007541621
CTPS1,-0.050307393
OR52N1,5.4033717e-06
SULT6B1,0.0
LY6G6C,0.0
HOXA13,0.0
SIAE,0.0
HOXA11,0.0
HOXA10,0.0
PPIAL4A,0.0
KRTAP19-3,0.0
KRTAP19-1,0.0
PPIAL4E,0.0
KRTAP19-7,0.0
KRTAP19-4,0.0
KRTAP19-5,0.0
FAM160B1,0.0
FAM160B2,0.0
HIST2H2AA4,0.0
NUBP2,0.0
TTYH1,0.0
GALNTL5,8.672946e-05
SRC,0.0019040597
NEMF,0.0
GALNTL6,-4.6379424e-05
SRF,-6.1276616e-05
ZNF320,-1.2459205e-05
SYNE4,0.0
ZNF322,0.0
FAM214A,0.0
FAM214B,0.0
SRI,0.0
ZNF329,0.0
SRL,0.0
SRM,-0.0019816286
SRR,-9.292084e-05
LGALS9,0.0
LGALS8,0.0
FAM220A,0.0
LGALS3,0.0
LGALS2,0.0
LGALS1,0.0
SPECC1,0.0
LGALS7,0.0
CFAP36,0.0
LGALS4,0.0
NMU,-0.0047544534
NMS,0.00020039981
AKIRIN1,0.0
EIF2AK1,-0.00042588497
EIF2AK3,1.1039538e-05
KRTAP11-1,0.0
TDG,0.0
EIF2AK4,-0.004089539
WIPF1,-5.3289757e-05
LIMS1,0.0
NMB,0.0004552735
EREG,0.0027378243
MYO19,0.0
AVPI1,0.0
MYO16,0.0
TRNT1,0.0
ASAP1,0.0029957402
ASAP2,0.002821215
MYO10,0.005671599
OCRL,3.6459514e-05
PLAUR,-0.007087942
ENTPD5,0.00011286626
HILPDA,0.0
LOXHD1,0.0
LRRC26,0.0
LRRC25,0.0
LRRC24,0.0
LRRC23,0.0
MPDU1,0.0
LRRC20,0.0
LOX,0.0
LPGAT1,-0.0037050613
LRRC29,0.0
LRRC28,0.0
TIMM17B,0.0
GCNT4,-1.5197387e-06
TIMM17A,0.0
GCNT1,2.4081424e-07
GCNT3,-9.432359e-06
GCNT2,-0.00092570257
OR14I1,-0.0009477519
AACS,0.00024544008
CHP2,0.0
C14orf132,0.0
LPCAT4,0.0147191975
LPCAT2,0.0008562031
LPCAT3,-0.0036151337
LPCAT1,0.007929093
ALOX5,0.00432591
MID1IP1,0.0
PIGA,-0.0063851313
PIGB,0.0010722129
PIGC,-0.026327964
PIGF,-8.031255e-05
CALCRL,0.001262275
PIGH,8.208405e-05
TBC1D3,0.0
PIGK,7.982299e-05
PIGL,-0.001369001
PIGM,7.1840244e-05
PIGN,0.00092026946
PIGO,0.0014028285
PIGP,0.00023706749
PIGQ,-0.0006941182
PIGR,0.00015211655
PIGS,0.002696338
ILKAP,0.0
PIGU,-0.00062199496
WRAP53,0.0
PIGW,0.0007309893
PIGX,0.00091724854
PIGY,0.0007157086
PIGZ,0.00024288782
ENTPD8,0.011592523
TMEM80,0.0
TAGLN,0.0
TAX1BP1,0.0
CCDC179,0.0
OSGEP,0.0
ALPP,0.0017262531
RHPN1,0.0
CHST11,4.5822384e-05
OLR1,-0.001138098
RHPN2,0.0
CCDC170,0.0
CCDC171,0.0
CCDC172,0.0
CCDC173,0.0
CCDC174,0.0
CCDC175,0.0
CCDC177,0.0
PDK1,0.0041407268
SUN2,0.0
PDK3,-3.633301e-05
PDK2,-1.31805555e-05
EBP,0.0011883347
PDK4,4.169771e-05
CYCS,-0.029567717
SUN3,0.0
LNPEP,1.1874812e-07
MYO5C,1.512479e-06
ALPI,9.63672e-05
ZNF292,0.0
SEC61A1,6.3094735e-06
SEC61A2,-0.0022034217
ALPL,0.0003766068
PTGS2,-0.535249
PTGS1,0.035851736
TM2D3,0.0
PPP2R3B,-1.8175104e-05
MGST3,-0.21861531
ZFAND6,0.0
ZFAND5,0.0
ZFAND4,0.0
ZFAND3,0.0
ZFAND1,0.0
OR11G2,1.3502696e-05
SUN5,0.0
NDUFB10,0.0037571373
SLC39A12,0.013276782
CEP128,0.0
SLC39A10,0.00012490447
SLC39A11,-0.00062058936
DEFB1,-8.5777756e-05
SLC39A14,0.016162066
DNAJC17,0.0
CEP120,0.0
EIF1AX,0.0
DNAJC14,0.0
NTRK2,-0.00034218712
NTRK3,0.0018332478
EIF1AD,0.0
SMAD4,0.0032441309
ARHGAP21,0.0
ARHGAP20,0.0
ARHGAP27,0.0
ARHGAP26,0.0
SAP18,0.0
EVI5,0.0
ARHGAP29,0.0
ARHGAP28,0.0
OR9Q2,-0.00046529193
TBX4,0.0
DDIT3,0.006552071
MICALCL,0.0
MTX1,0.0
EPHB3,-0.0003622891
RBFA,0.0
COL19A1,0.0008906189
NKRF,0.0
OR9Q1,-7.966356e-05
SMAD2,-0.02218023
MYSM1,0.0
ATG2A,-0.0011448257
SMAD3,0.0011003223
MLYCD,0.0009361753
BMP6,0.0018261984
BMP5,0.0
BMP4,0.009619044
BMP3,0.0
BMP2,0.0023986758
BMP1,0.0
MUS81,0.0
DR1,0.0
MTURN,0.0
OR5R1,0.0
C1orf35,0.0
GOLGA8S,0.0
SWT1,0.0
TERF2,0.0
TERF1,0.0
DNAJC18,0.0
RPA2,0.0
NDUFAF1,-0.00036967092
GOLGA8G,0.0
GOLGA8F,0.0
GOLGA8B,0.0
RASSF9,0.0
RASSF8,0.0
RASSF1,-0.0009142117
PTOV1,0.0
RASSF3,0.0
RASSF2,0.0
RASSF5,0.0009635121
RASSF4,0.0
RASSF7,0.0
RASSF6,0.0
VMO1,0.0
NHP2,0.0
DDX4,0.0
RSAD2,-1.2015842e-05
RSAD1,0.0
CHD1,0.0
NFS1,8.144494e-05
CHD3,0.0
CHD2,0.0
CHD5,0.0
CHD4,0.0009056558
CHD7,0.0
CHD6,0.0
CHD9,0.0
CHD8,-0.0008966048
SGCA,-0.00028028924
CAP1,0.0
CAP2,0.0
NPC2,-8.3183744e-07
NPC1,0.00012532552
SKIV2L,0.0
TTC5,0.0
TTC6,0.0
TTC1,0.0
IL4R,0.0073559214
BHLHA15,0.0
PIKFYVE,-0.00033382318
PRKCE,0.0002854915
C3orf52,0.0
TTC8,0.0
CAPS,0.0
DAG1,-3.7009835e-05
DYNC1LI2,0.00038164583
ELP6,0.0
CHDH,0.0
EFHC1,0.0
CAPG,0.0
TPRKB,0.0
ELP5,0.0
ETHE1,1.0035924e-07
PRDM16,0.15216468
MPG,0.0
PRDM14,0.0
PRDM15,0.0
PRDM12,0.0
PRDM13,0.0
PRDM10,0.0
PRDM11,0.0
ABCG8,0.010479231
MPO,0.0008976055
MPL,0.0
AVP,0.0025612426
KRTAP5-3,0.0
MPI,0.0014789029
MAP4K1,1.6008578e-05
CEACAM3,0.0
SPC25,0.0
POLRMT,0.0
SGSM3,0.0
MPZ,0.0
MCPH1,0.0
KDM1A,0.00010262622
KDM1B,0.0
PLRG1,0.0
PUM1,-0.00048562323
CKS1B,-0.0008647973
OR1S1,-0.00045787715
OR1S2,-0.00015966101
ASPHD1,0.0
GADL1,0.0014710085
SRGAP2B,0.0
HLX,0.0
QRSL1,-0.00026961218
FCER1G,-0.07064959
BTG4,0.0
BTG3,0.0
BTG2,0.0
BTG1,0.0
DNALI1,-0.002029868
SLA2,0.0
C4orf36,0.0
METAP1,0.0
C4orf33,0.0
SRD5A3,0.016817195
SRD5A2,-0.01331023
SRD5A1,0.0063220197
ARMT1,0.0
HELLS,0.0
AKAP17A,0.0
FAM49A,0.0
FAM49B,0.0
PDILT,0.0
ZFP36L1,-0.0008089004
ZFP36L2,-0.0003810185
GGA1,3.648558e-06
C10orf99,0.0
GGA3,-1.1531808e-07
GGA2,2.5398234e-05
C15orf48,0.0
ERICH6,0.0
C10orf90,0.0
C15orf40,0.0
C10orf95,0.0
SLC12A6,0.0
FHOD1,-2.9164926e-06
FHOD3,0.0
ADH7,-0.00013458448
ADH6,0.0013254377
ADH5,0.0052012797
ADH4,6.975609e-06
PKD2,0.0
PKD1,0.0
ZFP69,-5.6478134e-06
GJC2,0.0
C4orf3,0.0
ING3,0.0
GJC1,0.0
ZNF138,0.0
PFKFB1,-6.0168895e-06
PRKACG,0.05841457
DEK,0.0
PRKACA,-0.33308235
PSMB9,0.0
PSMB8,0.0
PSMB7,-0.01768559
PSMB6,0.00019013241
PSMB5,-0.006755486
C14orf119,0.0
PSMB3,0.017368272
PSMB2,0.016458243
PSMB1,-0.009230383
PFKFB2,-0.0033645856
LMBR1L,0.0
TMA7,0.0
HDHD3,0.0
SPG7,0.0
SPRYD7,0.0
FTMT,0.04351076
PFKFB4,-0.0004900235
TDGF1,0.0
R3HDM4,0.0
TBC1D31,0.0
RMI1,0.0
RMI2,0.0
CORO7,0.0
CIART,0.0
KCNK9,0.013565736
KCNK4,0.0
KCNK5,-0.0167661
KCNK6,0.0
TRAT1,0.0
FAM155B,0.0
CRY1,-0.00023754337
CRY2,-0.0001262143
LTN1,0.0
RETSAT,9.584586e-05
TRIML2,0.0
TRIML1,0.0
NACC2,0.0
ACOT11,0.0
ACOT12,-0.0011736355
ACOT13,0.0
VPS13A,0.0
SH3KBP1,-0.0004610102
VPS13C,0.0
VPS13B,0.0
BEX5,0.0
BEX4,0.0
BEX2,0.0
BEX1,0.0
SCAF11,0.0
NUP160,0.00052558305
TMEM160,0.0
TMEM163,0.0
TMEM165,0.0
TMEM164,0.0
TMEM169,0.0
TMEM168,0.0
EVI2B,0.0
FOXN1,0.0
FOXN2,0.0
REPIN1,0.0
DPCD,0.0
NICN1,0.0
EIF3K,0.0
XYLB,4.257551e-05
PMVK,8.106482e-07
PLSCR2,0.0
GRIN2B,0.036769368
GRIN2C,-0.017813427
GNA14,-6.8504996e-05
GRIN2A,-0.036475316
GNA12,0.0027595707
KLHDC8B,0.0
GRIN2D,-0.0015417157
GNA11,0.0022554353
SH2B2,-0.0007042963
SH2B3,-1.4410327e-05
TAP1,-0.004730714
TAP2,-0.0032170105
PRKAR1B,-0.00012720209
MFGE8,0.0
DUSP26,0.0
C19orf18,0.0
IL6ST,-0.026377209
SBF1,0.0
SBF2,0.0
SAR1A,-0.00019859373
DBN1,0.0
SAR1B,-0.003860517
MAP4K3,1.6983435e-08
PDE5A,0.00020170638
OGDH,-0.00012945638
ADD1,0.0
CDC73,0.0
R3HDM1,0.0
C19orf12,0.0
SEMG1,0.0
UPP1,-0.0354807
SEMG2,0.0
LMBRD2,0.0
LMBRD1,0.000414419
DAZL,0.0
TAS2R19,-0.004346742
TAS2R14,0.010412828
CHRM5,0.00010423105
TAS2R16,-0.0010141076
TAS2R10,0.0025610758
BCAT2,-0.0002224897
BCAT1,-0.00027045683
TAS2R13,0.008539432
NEUROG3,0.0
MACROD2,0.0
MACROD1,0.0
NEUROG1,0.0
AKAP4,0.0
AKAP5,0.0
AKAP6,0.0
GBA3,1.7899488e-06
DBNL,0.0
AKAP1,0.0
GTF2F2,0.0
NPEPPS,0.0
OR6P1,-0.0018619694
AKAP8,0.0
AKAP9,0.0
EIF2A,0.0
CYP26A1,-2.4098823e-05
CCDC117,0.0
PSTK,0.0010396757
TUBE1,0.0
PHPT1,0.0
SMC1A,-6.839091e-05
INTS2,0.0
CCDC115,0.0
NFU1,0.0
RRP1B,0.0
NOVA2,0.0
NOVA1,0.0
ODF1,0.0
HSP90B1,3.23121e-05
CCDC113,0.0
KLHL35,0.0
KRR1,0.0
TMEM132E,0.0
TMEM132D,0.0
TMEM132A,0.0
PEG10,0.0
TMEM132B,0.0
INTS1,0.0
OVGP1,0.0
CWC25,0.0
CETN3,0.0
CETN2,0.0
NAIF1,0.0
LTC4S,-2.3428393e-05
VSX1,0.0
DIO1,-0.0014477639
DIO2,0.00017665939
DIO3,0.02013954
CCL21,-8.663752e-06
CCL20,-3.833411e-05
CCL23,-0.00066855474
CCL22,-0.0009878867
CCL25,-0.00049575296
CCL24,-2.0523612e-05
CCL27,-0.0002755446
CCL26,7.903763e-06
ALPK1,0.0
ALPK3,0.0
MAU2,0.0
TRIOBP,0.0
C8orf48,0.0
UCK1,-0.0106074
MGLL,0.00029501718
C8orf44,0.0
PHRF1,0.0
MAP3K8,-1.1284077e-05
TP53I3,0.0
UCK2,-0.05787073
CUX2,0.0
DERL3,0.00029415858
GLRX,0.0
